episode_idx,task_family,no_workflow_id,mem_workflow_id,no_trace_file,mem_trace_file,no_agent_sequence,mem_agent_sequence,no_retrieve_memory_events,mem_retrieve_memory_events,no_selected_memories,mem_selected_memories,no_memory_refs,mem_memory_refs,no_support_only_count,mem_support_only_count,no_changed_agent_selection_count,mem_changed_agent_selection_count,no_changed_ordering_count,mem_changed_ordering_count,no_changed_recovery_count,mem_changed_recovery_count,no_decisions_full,mem_decisions_full,no_decisions_effective,mem_decisions_effective,decision_diff_full_count,decision_diff_full_summary,decision_diff_effective_count,decision_diff_effective_summary,memory_changed_scheduling_decisions,no_agent_call_count,mem_agent_call_count,no_retry_count,mem_retry_count,no_replan_count,mem_replan_count,no_total_cost,mem_total_cost,no_avg_cost,mem_avg_cost,no_total_latency_sec,mem_total_latency_sec,no_avg_latency_sec,mem_avg_latency_sec
43,debugging,999f1f0c-93c2-4c98-b5c0-a64331130171,bf18ec46-1077-4fa1-b6e5-0a4116501c8a,experiments\stabilization_sprint_20260508\traces\mas_no_memory\999f1f0c-93c2-4c98-b5c0-a64331130171.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\bf18ec46-1077-4fa1-b6e5-0a4116501c8a.jsonl,planner|researcher|writer|writer,planner|researcher|writer|writer,0,5,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,0,0,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:writer; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:writer; ...,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.74,0.74,0.185,0.185
44,debugging,e73a0c71-8145-4060-9433-eaf8a3b10282,e13c64b3-26ae-4611-b61d-d502697c7ac0,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e73a0c71-8145-4060-9433-eaf8a3b10282.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e13c64b3-26ae-4611-b61d-d502697c7ac0.jsonl,planner|researcher|researcher|writer|writer,researcher|researcher|critic|critic|writer|writer|writer,0,11,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,0,8,0,3,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:critic|call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|finalize,21,0:call_agent:planner != retrieve_memory:1; 2:retry != retrieve_memory:1; 3:call_agent:researcher != retry; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:writer != call_agent:researcher; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:critic; 8:<none> != retrieve_memory:1; ...,10,0:call_agent:planner != call_agent:researcher; 1:call_agent:researcher != retry; 2:retry != call_agent:researcher; 3:call_agent:researcher != call_agent:critic; 4:call_agent:writer != call_agent:critic; 6:finalize != retry; 7:<none> != call_agent:writer; 8:<none> != retry; ...,True,5,7,1,3,0,0,0.0,0.0,0.0,0.0,0.771,1.389,0.1542,0.198429
45,multi_source_conflict,e0eb6309-7116-45a0-94e3-c99b005fe087,c9041df0-85cd-45a1-ad90-909fe8fa045d,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e0eb6309-7116-45a0-94e3-c99b005fe087.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c9041df0-85cd-45a1-ad90-909fe8fa045d.jsonl,writer|researcher|critic|critic|writer,critic|critic|researcher|critic|writer|writer,0,9,,cb45b842-b584-4397-9231-149cda45883f,,cb45b842-b584-4397-9231-149cda45883f,0,7,0,2,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:critic|retry|call_agent:critic|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,17,0:call_agent:writer != retrieve_memory:1; 1:call_agent:researcher != call_agent:critic; 2:call_agent:critic != retrieve_memory:1; 4:call_agent:critic != retrieve_memory:1; 5:call_agent:writer != call_agent:critic; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:researcher; 8:<none> != retrieve_memory:1; ...,6,0:call_agent:writer != call_agent:critic; 1:call_agent:researcher != retry; 3:retry != call_agent:researcher; 6:finalize != retry; 7:<none> != call_agent:writer; 8:<none> != finalize,True,5,6,1,2,0,0,0.0,0.0,0.0,0.0,1.07,1.253,0.214,0.208833
46,dynamic_recovery,5f3f40d8-05d0-403d-bc8a-a653da130953,fda817e3-ceb0-478d-8f48-076bac9c9258,experiments\stabilization_sprint_20260508\traces\mas_no_memory\5f3f40d8-05d0-403d-bc8a-a653da130953.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\fda817e3-ceb0-478d-8f48-076bac9c9258.jsonl,writer|writer|writer|writer|recovery|recovery|recovery,planner|researcher|writer|writer|writer,0,7,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,0,7,0,0,0,0,0,0,call_agent:writer|call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:writer|finalize,12,0:call_agent:writer != retrieve_memory:1; 1:call_agent:writer != call_agent:planner; 2:retry != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:retry != retrieve_memory:1; 6:call_agent:recovery != retrieve_memory:1; 8:call_agent:recovery != retrieve_memory:1; 9:call_agent:recovery != call_agent:writer; ...,10,0:call_agent:writer != call_agent:planner; 1:call_agent:writer != call_agent:researcher; 2:retry != call_agent:writer; 3:call_agent:writer != retry; 4:retry != call_agent:writer; 6:call_agent:recovery != finalize; 7:retry != <none>; 8:call_agent:recovery != <none>; ...,True,7,5,3,1,0,0,0.0,0.0,0.0,0.0,1.445,1.068,0.206429,0.2136
47,dynamic_recovery,81b7847d-abfd-42be-a9aa-c9ac6530ba03,f92aada5-c770-4897-b4f3-bad31c19f5f4,experiments\stabilization_sprint_20260508\traces\mas_no_memory\81b7847d-abfd-42be-a9aa-c9ac6530ba03.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f92aada5-c770-4897-b4f3-bad31c19f5f4.jsonl,planner|researcher|writer|writer|writer,planner|researcher|writer|writer|writer,0,7,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|retry|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|retry|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|retry|call_agent:writer|finalize,13,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:retry != retrieve_memory:1; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:writer; 8:<none> != retrieve_memory:1; ...,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.836,0.836,0.1672,0.1672
48,dynamic_recovery,e7720e95-9a12-4b99-9f49-3446a2164f72,de97ece2-4ae2-46a9-835c-b5518fca3203,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e7720e95-9a12-4b99-9f49-3446a2164f72.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\de97ece2-4ae2-46a9-835c-b5518fca3203.jsonl,writer|writer|recovery|recovery,writer|writer|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,0,,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.746,0.745,0.1865,0.18625
49,multi_source_conflict,9eec6ad0-6c04-46de-92b9-333f1da9c598,c951dad5-32f4-4589-b10d-772e43b4f370,experiments\stabilization_sprint_20260508\traces\mas_no_memory\9eec6ad0-6c04-46de-92b9-333f1da9c598.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c951dad5-32f4-4589-b10d-772e43b4f370.jsonl,writer|researcher|critic|writer,critic|researcher|critic|writer,0,5,,bbaef215-7103-472d-be46-7e02ba72f0ea,,bbaef215-7103-472d-be46-7e02ba72f0ea,0,4,0,1,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:critic|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,10,0:call_agent:writer != retrieve_memory:1; 1:call_agent:researcher != call_agent:critic; 2:call_agent:critic != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:critic; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:writer; ...,1,0:call_agent:writer != call_agent:critic,True,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.985,0.798,0.24625,0.1995
50,data_analysis,7858b688-70ae-43f0-bd0b-017604372f07,c4980d86-8cbf-42fb-883c-7d351bcd5d1f,experiments\stabilization_sprint_20260508\traces\mas_no_memory\7858b688-70ae-43f0-bd0b-017604372f07.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c4980d86-8cbf-42fb-883c-7d351bcd5d1f.jsonl,planner|researcher|writer|critic,planner|planner|planner|researcher|researcher|researcher|writer|critic,0,13,,8f391f64-6e38-46ef-8b3e-b9a83b2fb01b,,8f391f64-6e38-46ef-8b3e-b9a83b2fb01b,0,13,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|retry|call_agent:planner|retry|call_agent:planner|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,26,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != retry; ...,12,1:call_agent:researcher != retry; 2:call_agent:writer != call_agent:planner; 3:call_agent:critic != retry; 4:finalize != call_agent:planner; 5:<none> != call_agent:researcher; 6:<none> != retry; 7:<none> != call_agent:researcher; 8:<none> != retry; ...,True,4,8,0,4,0,0,0.0,0.0,0.0,0.0,0.861,2.156,0.21525,0.2695
51,evidence_based_writing,bb0b0725-4e95-4a2b-ad29-ee5d33db0b9d,bb4d9cee-aa46-4432-ad31-d1ba5782a412,experiments\stabilization_sprint_20260508\traces\mas_no_memory\bb0b0725-4e95-4a2b-ad29-ee5d33db0b9d.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\bb4d9cee-aa46-4432-ad31-d1ba5782a412.jsonl,writer|researcher|researcher|researcher|researcher|researcher|researcher|researcher,writer|writer|researcher|researcher|researcher|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|retry|call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|retry|call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,10,1:call_agent:researcher != retry; 2:call_agent:researcher != call_agent:writer; 3:retry != call_agent:researcher; 5:retry != call_agent:researcher; 6:call_agent:researcher != retry; 8:retry != finalize; 9:call_agent:researcher != <none>; 10:retry != <none>; ...,10,1:call_agent:researcher != retry; 2:call_agent:researcher != call_agent:writer; 3:retry != call_agent:researcher; 5:retry != call_agent:researcher; 6:call_agent:researcher != retry; 8:retry != finalize; 9:call_agent:researcher != <none>; 10:retry != <none>; ...,True,8,6,4,2,0,0,0.0,0.0,0.0,0.0,2.019,1.403,0.252375,0.233833
52,research_report,7b62be09-c3bd-49bf-baa7-5a24f876c47e,4c7329c9-fae6-49b3-b0fb-b87842b95a45,experiments\stabilization_sprint_20260508\traces\mas_no_memory\7b62be09-c3bd-49bf-baa7-5a24f876c47e.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\4c7329c9-fae6-49b3-b0fb-b87842b95a45.jsonl,planner|researcher|writer|writer,planner|researcher|writer|writer,0,5,,903812d2-fcf8-453e-b829-37e6ae9037ed,,903812d2-fcf8-453e-b829-37e6ae9037ed,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:writer; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:writer; ...,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.521,0.575,0.13025,0.14375
53,multi_source_conflict,f75d4a31-3fd5-473b-b362-3dae064abd56,78d4d11e-78eb-41ff-8c5b-d17183126247,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f75d4a31-3fd5-473b-b362-3dae064abd56.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\78d4d11e-78eb-41ff-8c5b-d17183126247.jsonl,writer|researcher|critic|writer,critic|researcher|researcher|critic|critic|writer,0,9,,bbaef215-7103-472d-be46-7e02ba72f0ea,,bbaef215-7103-472d-be46-7e02ba72f0ea,0,8,0,1,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:critic|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,18,0:call_agent:writer != retrieve_memory:1; 1:call_agent:researcher != call_agent:critic; 2:call_agent:critic != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != retry; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,8,0:call_agent:writer != call_agent:critic; 2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 4:finalize != call_agent:critic; 5:<none> != retry; 6:<none> != call_agent:critic; 7:<none> != call_agent:writer; 8:<none> != finalize,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.628,1.058,0.157,0.176333
54,troubleshooting,3275d413-24db-4798-8998-47d6908bd457,502c962e-c75e-4208-8be1-09793770ebce,experiments\stabilization_sprint_20260508\traces\mas_no_memory\3275d413-24db-4798-8998-47d6908bd457.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\502c962e-c75e-4208-8be1-09793770ebce.jsonl,planner|researcher|writer|writer,planner|planner|planner|researcher|writer|writer,0,9,,966b7962-dc64-48f9-bab5-effd232e2bc6,,966b7962-dc64-48f9-bab5-effd232e2bc6,0,9,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|retry|call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,18,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != retry; ...,8,1:call_agent:researcher != retry; 2:call_agent:writer != call_agent:planner; 3:call_agent:writer != retry; 4:finalize != call_agent:planner; 5:<none> != call_agent:researcher; 6:<none> != call_agent:writer; 7:<none> != call_agent:writer; 8:<none> != finalize,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.575,0.859,0.14375,0.143167
55,debugging,8623125d-6038-4849-906c-c2c7a84db7cf,f5c1a94c-f711-471c-a60b-6aae8f48c708,experiments\stabilization_sprint_20260508\traces\mas_no_memory\8623125d-6038-4849-906c-c2c7a84db7cf.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f5c1a94c-f711-471c-a60b-6aae8f48c708.jsonl,writer|writer|writer|critic|critic|writer,researcher|critic|critic|critic|writer|writer|writer,0,11,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,0,9,0,2,0,0,0,0,call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:researcher|call_agent:critic|call_agent:critic|retry|call_agent:critic|call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|finalize,22,0:call_agent:writer != retrieve_memory:1; 1:call_agent:writer != call_agent:researcher; 2:retry != retrieve_memory:1; 3:call_agent:writer != call_agent:critic; 4:call_agent:critic != retrieve_memory:1; 5:retry != call_agent:critic; 6:call_agent:critic != retrieve_memory:1; 7:call_agent:writer != retry; ...,9,0:call_agent:writer != call_agent:researcher; 1:call_agent:writer != call_agent:critic; 2:retry != call_agent:critic; 3:call_agent:writer != retry; 5:retry != call_agent:writer; 6:call_agent:critic != retry; 8:finalize != retry; 9:<none> != call_agent:writer; ...,True,6,7,2,3,0,0,0.0,0.0,0.0,0.0,1.071,1.554,0.1785,0.222
56,debugging,981f6b15-597f-404c-9857-b26c82e8c669,f49e8b2d-1f8b-4d18-b7b7-3d7a04256719,experiments\stabilization_sprint_20260508\traces\mas_no_memory\981f6b15-597f-404c-9857-b26c82e8c669.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f49e8b2d-1f8b-4d18-b7b7-3d7a04256719.jsonl,writer|writer|writer|recovery|writer|critic|critic|writer,researcher|critic|critic|critic|writer,0,7,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,0,5,0,2,0,0,0,0,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_recovery_agent:recovery|call_agent:writer|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_recovery_agent:recovery|call_agent:writer|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:researcher|call_agent:critic|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,13,0:call_agent:writer != retrieve_memory:1; 1:retry != call_agent:researcher; 2:call_agent:writer != retrieve_memory:1; 3:retry != call_agent:critic; 4:call_agent:writer != retrieve_memory:1; 5:call_recovery_agent:recovery != call_agent:critic; 6:call_agent:writer != retrieve_memory:1; 7:call_agent:critic != retry; ...,11,0:call_agent:writer != call_agent:researcher; 1:retry != call_agent:critic; 2:call_agent:writer != call_agent:critic; 4:call_agent:writer != call_agent:critic; 5:call_recovery_agent:recovery != call_agent:writer; 6:call_agent:writer != finalize; 7:call_agent:critic != <none>; 8:retry != <none>; ...,True,8,5,3,1,0,0,0.0,0.0,0.0,0.0,1.983,1.028,0.247875,0.2056
57,dynamic_recovery,754baab8-7c08-4a59-941b-1859cd3a6573,c37d7861-9625-447e-8d80-26b5ab10633e,experiments\stabilization_sprint_20260508\traces\mas_no_memory\754baab8-7c08-4a59-941b-1859cd3a6573.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c37d7861-9625-447e-8d80-26b5ab10633e.jsonl,writer|writer|writer|recovery|recovery|recovery|recovery,writer|writer|recovery|recovery|recovery|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|finalize,call_agent:writer|retry|call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|finalize,7,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:call_agent:writer != retry; 5:retry != call_agent:recovery; 6:call_agent:recovery != retry; 7:retry != call_agent:recovery; 8:call_agent:recovery != retry,7,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:call_agent:writer != retry; 5:retry != call_agent:recovery; 6:call_agent:recovery != retry; 7:retry != call_agent:recovery; 8:call_agent:recovery != retry,True,7,7,3,3,0,0,0.0,0.0,0.0,0.0,1.158,1.295,0.165429,0.185
58,research_report,d135c638-cf6d-4913-a59c-dcab3b3511bc,8d7ab648-cd9a-4610-b2cd-a6fc3fda9fe1,experiments\stabilization_sprint_20260508\traces\mas_no_memory\d135c638-cf6d-4913-a59c-dcab3b3511bc.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\8d7ab648-cd9a-4610-b2cd-a6fc3fda9fe1.jsonl,planner|researcher|writer|writer,planner|planner|researcher|writer|writer,0,7,,903812d2-fcf8-453e-b829-37e6ae9037ed,,903812d2-fcf8-453e-b829-37e6ae9037ed,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,14,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,6,1:call_agent:researcher != retry; 2:call_agent:writer != call_agent:planner; 3:call_agent:writer != call_agent:researcher; 4:finalize != call_agent:writer; 5:<none> != call_agent:writer; 6:<none> != finalize,True,4,5,0,1,0,0,0.0,0.0,0.0,0.0,0.736,1.317,0.184,0.2634
